transaction_id,amount,transaction_time,location_id,merchant_id,device_id,customer_age,customer_gender,transaction_category,num_prev_transactions,credit_score,fraud
340,14.471758128826256,72118,207,357,1631,30,M,Grocery,842,431,0
911,16.752267471962618,30078,554,59,204,43,F,Restaurant,744,682,0
946,-0.3291958156483492,7337,399,112,1527,63,M,Grocery,927,767,0
13,13.009183284106491,51508,618,217,3491,22,M,Clothing,940,646,0
140,10.032722095490236,29247,474,237,9068,85,M,Clothing,295,663,0
400,44.630002214486204,55115,99,211,4132,52,M,Restaurant,330,305,0
245,21.382278470298576,46359,794,239,8101,81,M,Restaurant,281,701,1
-42,31.847019294370227,50564,122,351,1858,37,M,Restaurant,726,438,0
401,21.486515936416662,40109,911,55,975,71,F,Clothing,512,570,0
465,24.250752608853354,70979,670,134,7702,62,M,Fuel,677,740,0
128,7.177527909132301,39860,757,17,6290,61,M,Fuel,551,747,0
674,4.922184662590753,66924,26,28,9962,57,M,Grocery,336,807,0
184,3.5240544263615394,39032,467,89,4622,76,F,Grocery,469,337,0
109,8.317372346337159,19980,183,141,3522,31,F,Grocery,403,374,0
559,7.713057897543258,38572,214,333,8101,36,M,Fuel,932,565,0
10,12.879373299265346,87053,685,59,2505,62,M,Grocery,224,617,0
775,163.31391935634267,32849,383,478,9674,78,M,Grocery,799,533,0
770,18.028855890717608,61089,307,378,9784,26,M,Electronics,791,602,0
-53,67.6428505427061,34838,517,217,9222,31,M,Electronics,322,785,0
63,15.79317672065881,29673,524,4,1994,34,F,Grocery,579,755,0
565,60.350743712620826,34734,604,452,3933,73,F,Grocery,1007,737,0
289,11.659885757142543,9139,129,154,2505,39,F,Electronics,662,560,0
342,9.621303880353572,71589,507,285,7385,46,F,Fuel,437,445,0
697,139.51006721078832,80562,59,218,3505,38,F,Clothing,231,753,0
65,6.580999566397857,29975,628,126,9418,67,F,Grocery,669,462,0
165,13.98071393279541,59937,194,59,3307,73,M,Grocery,738,339,0
800,36.290463061817114,26206,188,73,9803,78,M,Grocery,62,530,0
553,4.262892643812698,58014,654,390,9117,27,F,Electronics,364,423,0
863,7.0774452681150635,70845,74,100,9784,38,M,Fuel,828,339,1
16,32.85578911000364,27601,291,90,2916,37,M,Grocery,524,385,0
447,9.321115586201467,12834,393,141,5631,34,M,Fuel,802,622,0
508,8.806341789087597,46940,485,103,1575,53,F,Electronics,797,364,0
351,8.311507106490785,42480,444,132,7244,81,F,Restaurant,364,751,0
735,27.97447418260385,64510,79,41,3047,27,F,Electronics,629,514,0
209,7.298311127792243,16902,222,24,3360,26,M,Electronics,12,577,0
568,17.169334338654323,56230,31,163,992,76,F,Grocery,178,732,0
28,9.18636798565862,57045,559,107,4109,58,F,Fuel,491,707,0
114,12.246089408044774,1479,114,461,1819,50,F,Clothing,761,487,0
251,5.083727038975871,78033,266,127,9537,32,F,Electronics,463,842,0
195,9.528107650059255,59879,833,452,5695,30,F,Clothing,485,741,0
526,12.434553537884275,27237,943,175,6095,86,M,Clothing,777,562,0
650,9.988932391566511,33387,722,205,2608,30,M,Electronics,397,799,0
419,-1.068452250128459,43595,79,48,1667,27,M,Restaurant,95,673,0
11,38.46013788523796,9365,407,84,7698,49,M,Electronics,239,391,0
15,6.9198795368117585,13400,296,493,7244,77,F,Restaurant,777,707,0
-2,7.640942109193974,81795,679,178,6929,76,M,Fuel,826,678,0
331,19.93966443857566,6483,930,351,2029,79,F,Clothing,571,550,0
224,6.619460829943052,33720,379,190,5739,67,M,Fuel,852,401,0
564,50.58628055593728,29157,381,257,2943,77,M,Fuel,908,861,1
55,19.51733935513073,20192,676,99,490,43,M,Restaurant,574,758,0
428,110.99524644567504,16468,611,272,8691,75,M,Grocery,246,578,0
126,-2.538567466021016,20757,362,495,6687,54,M,Restaurant,641,599,0
508,4.337740002090281,59967,666,170,6095,28,M,Clothing,348,542,0
879,27.18979093798686,77242,934,195,9804,72,F,Electronics,840,799,1
345,85.21076715111832,63856,761,228,5389,57,M,Restaurant,907,435,0
131,3.8452094466594726,61742,703,70,4018,32,M,Restaurant,960,488,0
49,14.100958013834422,28840,305,54,3076,56,M,Clothing,836,646,0
202,3.9928048051735416,63051,504,321,1016,50,M,Electronics,73,655,0
599,25.27452493420474,80242,786,256,3279,76,M,Restaurant,856,468,0
296,30.955853722430536,42328,794,450,9992,82,M,Electronics,667,535,1
203,15.69304571160471,31111,363,254,2042,27,M,Electronics,166,780,0
221,36.617983301882525,31503,118,322,3259,31,F,Grocery,829,353,0
5,13.928908157827163,51725,734,401,4007,18,M,Electronics,960,571,0
400,28.882135314764014,6211,779,401,4007,77,F,Grocery,54,375,0
483,49.214708169437735,60303,87,107,9278,60,M,Clothing,918,328,0
-12,81.97146336816823,20812,554,5,9108,20,M,Fuel,245,458,0
474,-1.1344136721004787,10599,136,477,4178,28,F,Grocery,567,581,0
270,7.72994333212952,8438,233,25,3,48,M,Restaurant,621,722,0
-106,4.110492811324136,66641,476,251,7353,38,M,Restaurant,208,361,0
138,23.474888866715546,9915,958,16,2033,72,M,Electronics,389,526,0
132,-3.3824456260386313,61287,392,68,616,26,M,Clothing,704,331,0
373,7.738900964107434,73546,704,160,9551,83,M,Restaurant,635,449,0
607,18.04852038273276,63931,739,15,8003,57,F,Clothing,538,465,0
883,19.343624407559112,62551,127,41,5952,32,F,Clothing,976,394,0
721,7.931726281802814,51105,594,216,5738,70,F,Electronics,311,681,0
316,4.151565696012403,71204,622,124,7679,71,F,Fuel,229,335,0
749,29.241883425524826,74952,998,100,1118,39,M,Clothing,374,298,0
186,20.246442738978672,17238,89,216,8491,70,M,Grocery,810,433,0
748,11.812808468528978,33313,945,399,9068,32,M,Clothing,869,559,0
88,5.338697720501513,6758,576,156,6040,32,M,Electronics,401,409,0
882,2.9863687959306855,8944,483,274,3723,34,F,Electronics,45,747,1
404,24.195095943078464,3719,72,411,5202,38,M,Restaurant,646,441,0
0,33.07185665624471,70930,82,489,6816,31,F,Fuel,585,567,0
37,39.93412808163407,25563,892,314,2762,72,M,Clothing,143,348,0
66,31.59580339772696,2315,255,57,8027,73,M,Grocery,886,740,0
586,45.43372916764295,62045,966,303,6319,26,M,Clothing,862,799,0
-10,18.40448956449493,73133,74,439,3192,38,M,Fuel,251,608,0
120,12.815507735176208,47091,156,39,371,77,M,Clothing,537,763,0
28,10.335847788188145,58760,724,435,4441,69,M,Electronics,769,582,0
351,9.46325592369839,13722,76,317,2576,60,M,Electronics,605,622,0
734,26.85955841901839,61945,661,313,4288,36,M,Electronics,916,588,1
196,84.29867041541776,24567,764,495,2783,75,M,Clothing,14,555,0
11,3.1947217284032003,64802,214,204,4892,65,M,Grocery,358,400,0
115,3.756505744923359,77888,13,84,1142,23,F,Clothing,472,515,0
26,41.67303740292749,69575,567,466,9481,66,F,Fuel,901,564,0
480,4.6009664813677995,2762,327,320,6588,54,F,Fuel,255,335,0
71,13.494586316138443,40447,744,19,6775,32,M,Electronics,102,737,0
47,18.63602233997387,4696,866,178,1362,62,M,Electronics,361,734,0
691,-5.365532458686896,31563,87,208,4671,76,F,Grocery,956,564,0
970,14.350267050720454,32084,262,484,3006,42,F,Clothing,217,704,0
298,10.413165278826108,16527,448,10,1667,28,M,Restaurant,685,715,0
794,15.734514972716049,26815,488,378,7428,28,F,Grocery,413,411,0
855,13.90555971937048,23788,437,145,4928,48,M,Fuel,188,584,1
118,4.528100381580299,41016,632,59,3720,79,M,Electronics,731,501,0
397,14.980059939939864,3135,911,112,4888,58,F,Grocery,365,636,0
-59,4.988383129464694,62206,467,202,6839,64,M,Clothing,210,595,0
932,2.9731315957503046,70337,762,479,2412,41,M,Grocery,849,576,1
332,79.76262243159218,28893,875,369,3295,81,M,Fuel,722,657,0
305,12.489077502644122,66010,361,16,9257,23,F,Electronics,556,644,1
261,-2.7088011181147227,14696,776,118,8264,74,F,Fuel,644,528,0
326,11.824566113652468,2297,278,264,250,56,M,Electronics,361,588,0
736,14.928370894541102,1985,268,433,7025,27,M,Fuel,558,355,0
835,37.126713922722516,31828,602,83,8902,48,M,Grocery,468,769,0
971,-0.09409007610610765,67959,354,364,9108,36,M,Grocery,799,357,0
321,5.602318540028002,42608,893,361,9344,54,M,Grocery,262,375,0
331,7.261234002676255,57277,764,405,1259,50,M,Grocery,926,436,0
132,27.64554775727193,59979,475,50,991,52,M,Grocery,587,697,0
557,9.465289123738653,55108,853,374,7186,49,M,Grocery,825,319,0
771,1.4829010959355795,46442,843,289,87,48,M,Fuel,179,788,0
464,65.38065649038029,34811,350,65,9541,39,M,Grocery,689,772,0
446,2.630850077098188,80202,214,345,9257,30,F,Clothing,813,575,0
625,28.241574212383192,64570,307,314,2774,59,M,Restaurant,959,634,0
356,11.663394911584938,24964,669,156,9969,30,M,Grocery,197,749,0
778,23.362806739270283,21694,188,205,1896,31,M,Electronics,637,254,0
222,5.1142420764082654,24942,449,480,4918,42,M,Restaurant,997,732,0
407,75.5614858806576,40266,260,44,975,51,M,Clothing,403,437,0
-21,-3.738699837221681,55005,899,301,1997,66,M,Fuel,1027,551,0
178,11.513692144089495,15049,862,22,6839,52,F,Grocery,296,526,0
491,20.29899697276232,36793,798,375,6520,53,F,Clothing,194,489,0
155,17.422255710286226,11753,304,359,7358,62,M,Electronics,529,713,0
703,33.50161232556054,35671,131,124,6590,57,M,Fuel,536,396,0
385,17.454583227898883,12556,836,141,6048,26,M,Electronics,387,504,0
202,13.77660557172267,55864,921,278,7300,85,M,Grocery,646,323,0
176,-2.669239109238104,26303,692,279,8253,78,M,Grocery,886,553,0
196,0.5931273821785457,27843,465,425,2592,70,M,Grocery,475,504,0
62,15.41299303730764,1112,165,155,5367,19,M,Clothing,453,588,0
379,37.83556325457813,67232,281,55,6321,21,M,Grocery,353,446,0
136,2.470960688606011,70773,622,271,8685,23,M,Fuel,345,639,0
932,19.143885816154718,20159,476,493,2592,55,F,Grocery,438,707,0
825,0.02371502183268781,9476,13,471,9794,82,F,Clothing,784,733,0
79,31.531676426700244,68501,227,111,5044,34,M,Electronics,534,749,0
465,3.8043285379406733,27564,614,212,6325,66,M,Restaurant,631,335,0
-19,25.198706954396712,60380,549,423,5284,34,F,Grocery,480,750,0
195,28.00339393160118,21120,547,249,5486,26,M,Grocery,124,405,0
456,14.040769791945014,35483,268,119,1187,52,M,Clothing,129,501,0
376,9.893884617286183,22198,19,436,3344,32,M,Electronics,593,566,0
537,4.528201061844477,70574,302,272,6588,38,F,Electronics,968,518,0
468,6.724038700479104,79725,266,164,7830,28,F,Grocery,737,719,0
525,21.23494359100959,69372,735,209,5284,75,M,Grocery,356,403,0
327,6.82824342291866,59845,966,205,3963,54,M,Electronics,673,526,0
278,11.855298864092443,63823,819,104,6328,24,M,Restaurant,458,395,0
462,5.42084141221604,77300,196,413,4775,53,M,Electronics,282,632,0
-44,7.490380592049397,70125,728,289,9429,81,M,Restaurant,654,575,0
30,51.662370949290356,55318,771,310,2680,74,M,Fuel,761,415,0
123,-2.2869925152799677,13554,828,287,898,62,F,Electronics,328,456,0
822,0.2411290538510773,48477,921,33,8081,30,M,Clothing,645,376,0
451,3.670562009397633,83211,332,489,5463,59,M,Grocery,683,711,0
146,19.43080952823154,69553,325,218,7698,60,M,Fuel,295,547,0
23,21.288573094875005,61550,279,303,3894,29,F,Fuel,822,763,0
335,108.76038049782561,40079,887,264,5711,83,F,Grocery,391,632,0
32,2.1241299212228935,60334,947,148,7610,35,F,Clothing,363,522,0
586,46.276447695257,8315,749,204,8386,67,F,Clothing,624,586,0
47,38.41524944469682,78452,380,290,5058,45,M,Electronics,559,397,0
504,11.581114717476538,12194,87,13,3607,55,M,Clothing,577,496,0
453,29.21852735007853,-2339,465,331,4622,63,M,Electronics,42,718,0
208,10.030522266956995,67375,114,167,4628,72,F,Grocery,573,685,0
675,7.277312613417704,52534,296,149,4406,39,M,Fuel,254,650,0
165,11.926414637521964,53529,767,443,4568,77,M,Grocery,469,300,0
88,16.160196545298454,65912,324,168,7675,41,F,Restaurant,725,475,0
800,8.66110784080665,15883,97,173,1547,30,M,Restaurant,432,542,0
237,48.30784205079547,63915,973,314,3047,79,M,Grocery,849,352,0
150,23.736817631793137,10725,49,331,1962,29,F,Grocery,301,811,0
280,29.14794824788963,60934,292,403,1552,30,M,Restaurant,922,472,0
697,11.022073682279855,28586,820,44,6050,55,M,Grocery,593,531,0
650,10.326239848001972,29309,109,247,3506,60,M,Clothing,537,342,0
159,16.688044757374456,55591,264,201,2774,60,M,Fuel,918,510,0
121,7.16787426038197,62421,737,6,1997,28,M,Clothing,456,375,0
800,32.69499165115035,14234,774,492,6654,29,M,Clothing,162,743,0
99,24.646087583703306,60399,131,59,8469,34,M,Clothing,690,388,0
65,15.84164378811742,22059,125,278,2691,38,M,Fuel,945,602,1
428,10.253518976788776,13178,258,282,9941,54,F,Clothing,872,550,0
248,3.8986361096426503,9848,332,264,3440,61,M,Clothing,248,313,0
630,31.857883883331382,71376,923,187,9804,20,F,Clothing,784,727,0
300,20.230484147595334,55123,97,191,1253,38,M,Grocery,429,363,0
222,26.45962249748878,62061,77,148,1648,70,M,Electronics,302,381,0
129,0.7644081759238901,11511,988,116,3259,47,F,Clothing,531,397,0
197,32.47067809938279,66931,508,475,3359,77,M,Fuel,845,604,0
450,24.469942656478814,52697,618,75,4299,40,F,Clothing,816,670,0
112,7.089684359467176,35650,102,389,7385,53,M,Electronics,997,475,0
350,45.19063244960253,33909,268,201,371,60,F,Fuel,363,750,0
417,10.870157841155875,31534,262,228,3817,25,F,Electronics,281,569,0
12,-0.05116142371299581,42071,547,47,4007,41,M,Clothing,276,523,0
31,32.18842051999336,25614,343,262,8412,46,M,Clothing,913,429,0
33,4.105555455330187,33219,375,111,8264,62,F,Electronics,557,401,0
809,2.0658207525227557,60199,551,154,6629,27,F,Clothing,70,706,0
100,0.9245344178848907,71238,324,417,8282,32,M,Grocery,492,530,0
751,9.220964040614202,6099,666,208,758,61,F,Clothing,162,529,0
907,-1.6309981616397682,75468,48,422,2787,29,M,Electronics,838,605,0
106,11.043972759251421,13801,127,452,3136,70,F,Grocery,836,782,0
168,13.801103584296932,7211,605,310,6929,30,F,Clothing,451,529,0
386,5.168455757759777,57644,751,279,3256,73,M,Clothing,669,466,0
434,99.55725633613042,17298,477,221,7870,83,F,Grocery,299,425,0
7,11.71398707223322,27619,223,495,2154,25,F,Electronics,194,811,0
-46,3.6229586174882833,23122,117,149,2774,53,F,Fuel,877,327,0
442,33.683371065479214,60849,702,63,8468,55,F,Fuel,456,657,0
470,15.99360835896261,15659,231,260,3872,29,M,Clothing,450,729,0
20,27.0657765914021,74301,664,30,690,28,F,Clothing,392,533,0
-57,10.04852853250874,58377,656,149,242,53,M,Grocery,823,761,0
258,42.68189988521233,40671,859,79,7588,22,F,Grocery,917,731,0
799,10.790333235773803,39708,800,138,9696,46,F,Electronics,821,395,0
115,8.031989263882277,30558,104,43,4052,31,F,Grocery,552,742,0
72,11.703105317470422,-6444,23,98,5992,52,F,Grocery,870,374,0
329,33.87079488951884,71712,479,56,4764,46,F,Electronics,356,737,0
166,0.7564590410842786,23022,365,414,4971,38,M,Fuel,832,591,0
-1,11.010718408734935,622,877,241,3806,64,M,Clothing,581,578,0
481,24.081716230041764,31742,638,59,3076,66,M,Electronics,57,536,0
800,8.039798779835005,58105,190,171,2822,73,M,Restaurant,600,540,0
117,201.8094063256398,2583,379,305,6719,53,M,Grocery,258,835,0
636,4.391896339970393,41131,928,140,4842,33,M,Fuel,710,597,1
-77,141.41614883592254,80637,485,452,7698,79,M,Fuel,463,345,0
340,23.427728958980396,69203,365,438,9449,25,M,Restaurant,55,309,0
434,10.706613949076104,34707,562,362,8004,59,M,Clothing,834,439,0
270,18.59255560911531,41667,360,59,918,46,M,Grocery,608,747,0
132,4.109246214119807,72580,877,137,4252,57,F,Restaurant,557,536,0
163,9.746644450626343,26854,494,57,8113,51,F,Electronics,743,754,0
805,9.824727975246367,69323,837,224,6232,33,F,Fuel,676,781,0
232,14.665772908020767,33560,696,356,4921,49,F,Electronics,512,761,1
185,11.586950766171709,31806,343,218,4525,40,M,Fuel,905,560,0
95,5.9061940609443155,32518,388,307,6846,48,F,Grocery,292,529,0
321,-0.2892299092775268,41895,909,456,8211,45,F,Grocery,65,349,0
811,2.6820960260385913,18411,807,462,3916,38,F,Fuel,371,458,0
741,-1.0254552589884103,65096,947,464,9950,58,M,Clothing,515,355,0
413,119.92711138815065,7664,170,19,3522,49,M,Grocery,801,363,0
433,11.068055666758774,-734,179,268,808,52,M,Restaurant,442,614,1
532,22.070771615845597,10461,124,496,1630,22,F,Clothing,388,614,0
223,7.461681015678909,71785,796,469,680,50,F,Fuel,304,372,0
171,31.982473169516048,52571,407,19,2688,80,M,Clothing,382,316,0
150,18.530876211781827,52369,620,326,9537,36,M,Restaurant,901,747,0
747,22.88106606161228,69031,66,282,5068,33,M,Grocery,820,502,1
87,16.1286967779247,10729,388,377,7851,79,F,Clothing,860,513,0
449,43.75715919127583,28287,91,137,5075,34,M,Restaurant,519,708,1
98,8.583382892704348,13201,16,68,6101,32,F,Grocery,371,639,0
204,16.672592243858965,74770,579,59,3840,55,M,Grocery,787,727,0
100,18.19557314427955,78060,582,450,1789,29,M,Restaurant,322,745,0
456,2.3682926049869923,62413,324,119,9013,49,F,Grocery,908,782,0
657,3.4990205201775737,39055,376,362,7385,58,M,Restaurant,799,334,0
334,19.857029103249214,14284,191,86,862,59,F,Electronics,482,528,0
154,14.33924235281156,76805,387,160,2012,52,F,Fuel,222,435,0
59,1.0951112997421895,43064,520,294,4486,76,M,Fuel,887,556,0
107,20.01822074949618,39822,626,216,1365,59,F,Clothing,907,397,0
51,13.130958180391243,82597,657,310,6860,23,M,Restaurant,471,374,0
129,1.4171937883601462,76529,73,495,532,47,M,Restaurant,-23,766,0
100,42.79205051970561,2006,594,482,699,45,F,Restaurant,1046,341,0
440,29.357524392323906,1748,820,22,2605,37,M,Grocery,853,441,0
184,18.318358469966483,1344,963,11,6004,43,F,Electronics,544,789,0
795,8.001132243283497,4511,477,124,1807,83,M,Clothing,299,449,0
513,28.342340337359648,5537,687,147,2285,40,F,Electronics,849,854,1
163,3.065557636738548,36411,573,248,7505,69,M,Clothing,258,703,0
83,9.315915405963604,37438,87,17,2260,51,M,Restaurant,845,458,0
-4,93.26793347004968,61749,303,439,9814,61,F,Clothing,797,609,0
13,41.79051160939599,47648,906,389,5699,38,M,Clothing,68,539,0
764,10.999624440408777,60874,793,177,4235,45,F,Electronics,500,582,0
75,14.295736110380442,79597,920,108,7588,71,M,Electronics,127,360,0
185,10.533287177669152,73888,163,156,3928,33,F,Fuel,276,567,0
595,0.792796518525698,79243,579,346,5559,27,M,Fuel,114,513,0
91,28.723178367357196,19329,621,357,2774,79,M,Fuel,797,571,0
150,-1.4219928432969873,66497,139,13,6856,61,M,Clothing,293,444,0
625,27.920405909715704,33957,881,154,2783,16,M,Grocery,138,324,0
22,-0.7417987136615274,18465,930,102,9472,63,M,Fuel,774,586,1
-24,2.083713577728906,40342,941,328,4384,48,M,Clothing,844,781,0
187,5.243213361038648,42850,678,102,6035,29,M,Fuel,961,638,0
118,16.274161292783113,22488,195,337,5699,33,M,Clothing,107,702,0
668,109.05453978144502,76646,454,137,3857,51,M,Clothing,126,507,0
247,12.096129393529369,55210,535,478,4764,75,M,Fuel,580,331,0
602,160.48078332139158,18505,847,54,6856,27,F,Grocery,815,737,0
392,17.798373873084532,37914,584,166,5098,44,M,Clothing,559,498,0
251,47.03877659780174,58536,289,355,2045,29,M,Clothing,9,520,0
399,9.113523285789793,44871,268,187,8113,28,F,Restaurant,184,354,0
810,13.049973658703328,75589,162,43,9276,27,M,Electronics,433,417,1
682,28.10606607838185,16019,818,397,9429,75,M,Fuel,201,594,0
127,121.36867205744429,14370,968,225,690,43,M,Electronics,269,776,0
364,25.58646315444162,9635,912,298,4730,80,M,Grocery,615,813,0
452,6.04073929720766,37737,718,69,6095,83,M,Grocery,798,367,0
678,5.2075656673836255,37722,376,161,8027,53,M,Grocery,661,731,0
20,39.80710649224084,49158,990,39,3855,44,M,Fuel,265,667,0
-71,9.474438535527625,64014,959,327,9571,36,M,Fuel,195,773,0
149,48.65710382703546,68135,450,273,9138,21,F,Fuel,881,547,0
-29,41.6008226332232,67997,359,237,9422,48,M,Restaurant,1070,444,0
-39,20.657549703485426,37665,485,69,7543,40,M,Grocery,805,523,0
451,21.535189883256304,70043,337,337,671,69,F,Electronics,479,375,1
285,7.17673881310196,20077,789,169,2505,59,M,Fuel,123,814,0
379,36.8335046848673,79952,929,228,5167,56,M,Electronics,584,592,0
-8,10.109450568949153,58081,688,78,9571,43,M,Restaurant,932,687,0
405,6.940553520380769,26676,881,452,4590,40,F,Electronics,235,391,0
250,-1.6823955155383459,65552,899,471,5367,37,M,Clothing,866,738,0
711,61.58721267336105,55973,907,187,4205,62,F,Electronics,551,391,0
339,34.315854977591556,52303,737,434,2188,60,M,Restaurant,606,376,0
851,16.10462781278584,34873,622,197,3440,60,F,Fuel,374,344,0
359,95.92175033203364,72667,951,313,5711,10,F,Grocery,418,420,0
129,43.94668622478255,11343,337,41,6382,35,M,Grocery,903,700,0
30,41.16908312421477,33742,443,379,5284,48,F,Clothing,450,368,0
203,3.7371693601545957,60159,64,361,2505,43,M,Grocery,489,579,0
13,8.966292884141389,26208,820,214,9910,51,F,Grocery,846,737,0
204,1.9937341915203621,35348,601,283,4299,38,M,Fuel,607,759,0
228,10.033732588058388,36498,343,134,2188,56,F,Electronics,318,730,0
413,16.985005592935167,67212,546,370,3928,42,F,Electronics,957,414,0
-6,14.152359563989222,41933,843,59,2846,31,M,Fuel,719,420,1
206,6.894207113985785,38476,921,478,1446,28,M,Fuel,831,580,0
882,22.549879608129785,19782,379,451,9556,27,M,Clothing,217,579,0
322,16.864166806512102,70545,128,441,1136,27,M,Electronics,789,353,1
412,6.952532072917177,71312,414,402,955,37,F,Fuel,313,522,0
99,10.674133443384882,56066,279,439,6325,27,M,Restaurant,190,833,0
316,80.3247195028554,75879,744,273,7580,38,M,Grocery,140,632,0
371,25.481998133066867,30951,763,274,161,73,M,Clothing,774,770,0
503,76.1171664825554,47675,936,256,5044,55,M,Electronics,545,369,0
770,3.415310427968617,48367,84,39,4750,41,M,Grocery,725,455,0
363,174.04458606551484,46749,772,154,870,53,M,Restaurant,773,420,0
630,7.611081119761451,43109,685,387,2736,39,M,Grocery,864,566,0
396,13.816930797935509,47583,559,140,5629,56,M,Grocery,535,713,0
125,29.96290961910429,67575,559,405,3631,41,M,Grocery,419,419,1
412,5.068146236051351,66432,722,154,1547,75,F,Clothing,853,595,0
232,3.068858626135613,64801,573,262,9571,48,M,Restaurant,719,645,0
