transaction_id,amount,transaction_time,location,location_id,merchant_id,device_id,customer_age,num_prev_transactions,credit_score,is_fraud_detected,year,month,day
186,5.226838060162568,11895,5,338,276,2604,59,133,779,0,2023,4,23
35,12.465632366074033,12724,1,112,220,4333,69,266,412,0,2023,9,28
207,3.1621057591491084,31642,2,-53,19,1937,63,1032,559,0,2023,6,16
916,35.144356907920994,14416,6,389,102,2714,20,634,478,0,2023,2,6
312,42.14007978858482,-5316,8,395,146,8457,47,811,693,0,2023,8,10
901,40.49091943487877,30035,8,239,201,9270,26,608,456,0,2023,6,20
154,10.29806903661232,-9256,8,192,491,2739,57,704,611,0,2023,5,4
379,14.978997284670953,9143,0,151,274,7265,43,746,725,0,2023,3,29
606,55.33126473220297,65839,0,743,73,2794,45,571,656,0,2023,3,28
170,14.534978474979052,15457,4,208,29,9952,52,816,625,0,2023,3,19
768,66.57688822066177,26314,4,105,269,4333,81,175,301,0,2023,8,30
-33,64.85272902706309,54449,9,847,298,4003,41,323,308,0,2023,1,8
310,7.685854097739176,27154,3,351,44,655,65,605,748,0,2023,10,19
191,5.912547135829983,89164,3,-1,29,1538,40,790,826,0,2023,5,24
570,7.532535107578621,41734,8,304,39,6480,68,797,391,0,2023,7,7
100,12.412850985570984,75785,7,184,146,655,77,321,661,1,2023,3,12
537,10.307108320707119,20996,1,766,280,616,69,597,622,0,2023,5,23
124,7.345317815173121,14773,0,880,1,655,48,793,365,0,2023,8,7
111,61.74957109869831,39450,9,330,219,4634,22,459,702,0,2023,7,14
313,46.411006056362325,39422,8,37,102,5160,48,316,373,0,2023,2,32
553,1.8725109240472921,19721,0,877,367,6002,52,637,510,0,2023,9,15
379,29.510592654762696,43515,5,478,76,6469,55,679,363,0,2023,12,17
31,85.74278458896663,30600,9,662,343,179,42,435,736,0,2023,5,11
445,82.66799909712475,18923,1,357,306,655,34,805,829,0,2023,10,27
517,43.204262168977216,6911,8,477,495,2722,33,840,368,0,2023,8,-1
426,66.40071508313406,54566,9,-55,111,6482,41,127,375,0,2023,9,24
503,23.64119216591134,37022,8,75,491,8927,38,81,461,0,2023,3,26
512,22.01355597186705,70134,9,429,491,1602,37,877,422,0,2023,0,24
749,131.41615248909875,19978,6,751,164,7671,48,569,821,0,2023,10,6
365,72.45638834501885,21810,3,272,319,7510,42,786,635,0,2023,1,30
706,247.55975487771127,31765,5,890,491,7243,84,230,628,0,2023,11,18
41,66.99816062566369,69069,7,304,475,3492,26,9,333,0,2023,2,32
161,29.403929118924502,7274,4,397,108,2722,40,52,787,0,2023,1,16
502,4.580110079074554,68756,0,62,467,1790,84,817,349,0,2023,1,6
392,42.63168166751058,47546,2,160,410,9825,23,881,625,0,2023,9,3
435,84.02973862138839,20733,5,238,86,8684,62,95,583,0,2023,11,10
297,21.206137388731563,18567,8,-94,118,6480,34,797,542,0,2023,6,19
950,61.028872143468206,57677,2,678,413,4690,26,833,575,0,2023,9,17
245,75.05438221408359,21468,4,213,439,8135,39,-2,740,0,2023,12,13
351,114.84541241481415,16626,0,178,39,9119,32,667,749,0,2023,9,15
517,26.223839300303645,15266,4,269,372,4962,63,654,369,0,2023,10,10
83,65.82659344812947,4514,8,89,373,3189,80,681,421,0,2023,2,12
300,8.567835332371942,76807,6,311,444,5589,54,36,500,0,2023,6,14
866,77.01677569060942,19943,8,672,16,7243,52,54,444,0,2023,4,0
-76,28.637703383676516,14740,7,594,7,1169,66,213,349,0,2023,3,28
284,24.70962902205776,18339,2,553,407,4952,66,884,315,0,2023,5,3
117,43.37173221591438,68407,1,437,401,8738,81,546,671,0,2023,2,17
884,20.684250300203587,59658,2,861,19,3999,72,353,302,0,2023,9,7
489,44.55628356487497,9522,1,325,358,655,46,304,538,0,2023,11,8
69,9.306449785624924,25098,5,637,444,6086,66,174,739,0,2023,7,22
46,17.675422981189605,4972,7,254,455,9550,71,792,408,0,2023,1,8
-53,38.950885512742374,10117,9,734,72,3407,51,227,296,0,2023,11,13
413,20.95284130278374,10776,9,780,260,723,51,750,697,0,2023,5,13
15,20.899034012120836,10986,4,-73,343,2174,53,594,351,0,2023,4,26
171,38.94239815105973,26176,9,88,279,7466,84,501,379,0,2023,1,22
783,16.824939518118644,56611,4,225,163,4278,30,840,697,0,2023,3,18
772,93.90544501854372,30920,3,302,336,157,89,786,495,0,2023,1,20
197,62.56727192180968,32207,9,160,111,6568,55,731,587,0,2023,8,17
410,22.471662925012176,27144,3,766,265,6451,37,596,529,0,2023,6,8
133,35.93672821106144,14158,6,14,491,4151,18,806,334,0,2023,2,13
629,69.30921354341295,8086,1,704,316,2350,25,674,501,0,2023,5,29
84,15.956133984870844,66082,9,79,136,8348,65,773,319,0,2023,7,14
687,74.6907895955756,64067,5,829,353,6480,40,814,315,1,2023,9,13
753,13.76871753420794,17441,5,291,135,6480,63,278,571,0,2023,4,28
573,9.767207071511768,14904,9,810,181,2350,41,181,341,0,2023,7,8
427,43.936681241268786,11716,2,433,87,8803,69,561,752,0,2023,2,6
10,-2.29096334290816,62820,5,783,411,902,24,874,366,0,2023,3,8
193,37.37378091916997,15751,6,601,397,1911,86,367,508,0,2023,5,2
988,0.5898072782910138,71021,8,13,249,9266,44,719,689,0,2023,5,25
123,26.133311527728097,21324,1,793,480,404,86,236,487,0,2023,3,5
0,5.98133561616212,14799,7,88,51,8270,67,121,348,1,2023,7,33
-34,16.694933557808668,32510,1,196,429,2722,50,177,609,0,2023,6,24
1001,50.24404352037049,47568,2,358,89,9369,45,191,376,0,2023,1,6
259,-1.6180160983538752,10646,6,68,320,7068,48,624,586,0,2023,4,26
-69,56.88684844689785,9968,3,869,421,4995,85,769,762,0,2023,12,24
732,17.126862867812978,6705,8,223,327,3162,24,442,609,0,2023,4,22
879,42.723232204582935,70988,3,699,73,4145,59,905,615,0,2023,2,14
46,101.20516051738676,11665,9,349,82,7446,31,304,457,0,2023,7,20
446,20.222840628446477,9561,7,460,355,1602,26,900,701,0,2023,2,20
-45,39.20904715569839,34073,2,809,210,4627,50,709,664,0,2023,3,23
547,120.32973200383817,7219,9,836,14,5646,51,198,407,0,2023,8,31
16,52.625636454455474,42263,7,747,116,9944,48,408,382,0,2023,1,24
124,16.50583722788384,62561,0,53,343,9155,83,882,560,0,2023,10,13
498,10.510000326359865,27199,5,286,209,5205,75,841,306,0,2023,11,23
-39,15.124166437842,20947,7,393,491,688,34,12,749,0,2023,2,15
694,115.04674524022278,65297,7,190,175,3184,38,203,652,0,2023,2,23
104,17.96837332420717,26594,9,-15,118,2350,45,494,411,0,2023,12,30
101,79.89771180055779,29394,3,238,151,878,31,513,329,0,2023,5,8
120,14.045220975029276,9037,3,424,232,878,92,772,502,0,2023,3,35
-44,0.3665516917731342,4412,2,150,182,2722,46,17,314,0,2023,4,14
75,12.244717440170044,12002,0,206,428,1336,40,814,617,0,2023,3,18
663,23.677825502422586,67190,4,277,117,6041,25,441,656,0,2023,2,31
793,110.51221839082316,71839,0,532,114,881,48,827,416,0,2023,6,18
148,6.165025224293284,6983,0,600,187,9370,40,227,805,0,2023,5,6
-14,112.8878011548741,11940,5,572,167,2350,27,60,340,0,2023,7,18
20,132.8852910655184,16579,2,159,429,3993,44,780,545,0,2023,4,25
729,4.941255106622594,767,5,845,294,4110,80,923,482,0,2023,2,26
451,102.91048152492266,13398,5,226,490,6147,27,836,384,0,2023,11,23
286,82.87908755992935,6210,5,-35,457,9046,64,293,380,0,2023,13,34
325,40.99607821440991,29541,9,293,52,2912,26,20,753,0,2023,11,29
808,52.382409531393435,4814,7,814,204,2722,87,159,313,0,2023,7,11
576,8.127191476844564,25578,8,146,29,2722,44,773,805,0,2023,2,1
126,25.12432454124461,34462,9,336,274,472,71,1017,386,0,2023,3,18
908,25.19446552051035,36215,7,491,320,3173,57,57,773,1,2023,1,15
220,10.596610991389907,39159,0,23,254,9066,39,648,796,0,2023,8,6
910,21.78570868522791,12274,2,365,141,920,36,772,708,0,2023,6,8
122,218.8333561745916,6316,1,686,355,8788,57,61,699,0,2023,7,16
320,42.931811935174004,5391,8,158,52,6274,68,784,373,0,2023,12,15
492,5.8674531440929485,71028,3,88,134,7438,36,546,417,0,2023,2,12
449,13.925001013751881,59360,4,51,286,2717,30,461,665,0,2023,11,15
-19,29.13111549122397,35520,7,173,428,7446,71,755,641,0,2023,10,14
53,66.2547332022477,5923,5,524,418,9310,60,-38,477,0,2023,8,27
724,42.063800978741746,4223,6,316,178,7788,92,651,535,0,2023,10,27
510,15.528759325518756,55840,2,84,495,920,44,523,446,0,2023,5,7
153,61.14437064668249,14297,0,743,1,3310,31,109,734,0,2023,7,19
38,4.904876907005835,26868,5,752,198,5112,19,319,447,0,2023,6,16
219,52.57833600990113,36651,5,540,134,4197,27,892,402,0,2023,2,29
24,28.51690994488988,56124,1,568,7,8401,92,741,748,0,2023,6,21
229,89.88457154120596,20266,9,296,270,655,35,906,326,0,2023,1,30
409,11.238075423548839,17187,6,408,308,3841,46,896,777,1,2023,1,17
552,50.88835540127734,33610,1,448,19,3540,80,699,655,0,2023,2,11
201,39.34384402632118,25045,3,926,352,1993,49,915,605,0,2023,8,14
166,23.393857336590536,65763,3,337,491,6311,29,796,450,0,2023,10,11
159,20.981100595483035,8112,6,838,289,5852,71,744,331,0,2023,7,15
116,39.370269033702975,34759,8,246,348,6160,54,424,361,0,2023,10,25
312,33.40135002916628,73721,0,471,358,8778,85,828,308,0,2023,2,31
63,44.15044918231171,35299,6,332,491,6381,88,808,722,0,2023,5,22
39,89.1540056447534,58047,9,133,310,6480,61,114,396,0,2023,8,8
313,92.41922176866996,15843,9,141,111,3020,25,901,288,0,2023,3,29
-44,20.344881663685584,3501,7,421,313,616,59,932,627,0,2023,6,16
233,15.752000160636383,63323,1,396,220,2773,63,708,723,0,2023,3,21
103,22.116145398657686,73967,5,346,369,3130,40,230,757,0,2023,5,20
332,8.7142347321181,58775,6,526,489,7125,83,275,810,0,2023,2,29
159,6.6257935437410485,20086,4,180,375,3393,41,733,587,0,2023,12,32
-84,21.265415568539552,16624,2,218,249,3505,28,695,349,0,2023,6,21
-96,20.566253226295323,363,5,976,208,5970,25,221,689,0,2023,11,12
948,13.242487219616997,25422,7,444,292,5472,50,900,369,0,2023,9,24
731,37.087194478919436,36064,1,424,179,8097,72,825,511,0,2023,5,7
456,7.130405318342611,35710,5,226,155,655,57,466,593,0,2023,2,25
441,64.01687361258006,21593,4,464,326,3011,46,757,728,0,2023,11,13
279,16.51665520391584,73528,4,676,19,8618,80,-68,529,1,2023,1,30
49,2.977149794072263,53961,9,401,393,7395,81,833,806,0,2023,0,8
113,65.30100058845923,33768,2,116,451,3784,50,3,769,0,2023,3,23
837,274.37389691681824,73782,7,588,344,3238,28,95,682,0,2023,10,13
88,9.650611172861172,30597,8,373,230,2045,28,709,460,0,2023,2,26
265,17.596736519055085,15207,6,151,491,2722,62,980,567,0,2023,7,27
548,16.846305557281525,28333,7,492,346,7799,68,439,776,0,2023,6,22
342,65.94489294145953,34964,1,679,363,464,25,535,736,0,2023,6,21
861,30.505708571019003,25277,4,698,126,8308,82,39,475,0,2023,11,18
-104,46.19503929151321,49209,3,497,422,6438,43,991,466,0,2023,6,24
515,14.807891222300416,45672,3,154,158,9119,61,297,481,0,2023,3,15
222,71.79604266074757,9498,7,317,162,1450,77,10,513,0,2023,4,24
94,17.552877905147543,18765,9,792,206,2624,35,421,590,0,2023,5,25
80,5.815210332921483,63863,1,673,67,146,51,887,764,0,2023,8,15
-35,30.303236481087712,14315,5,476,20,1506,69,409,731,0,2023,3,30
384,13.38433424677758,30825,7,99,158,9295,47,967,484,0,2023,5,16
535,79.3816198649117,20938,1,636,369,4226,58,160,784,0,2023,10,14
824,91.91053450057431,50701,9,793,444,4003,64,147,454,0,2023,11,7
246,0.8310063849680205,43180,5,524,294,9295,71,855,351,0,2023,0,32
173,41.11394856906469,12324,1,125,150,4518,68,191,384,0,2023,3,11
111,143.97429531129637,11231,4,753,129,3517,49,894,398,0,2023,3,4
269,0.831329669176343,69548,5,671,288,7716,65,718,843,0,2023,9,6
47,39.01931019366372,16786,3,248,20,139,71,402,400,0,2023,6,4
211,7.543362635363031,55607,2,472,274,4278,40,806,375,0,2023,3,21
249,25.57388661791022,19384,4,266,343,2062,44,779,485,0,2023,1,10
134,15.278363863499205,-756,2,87,47,655,85,556,416,0,2023,7,26
652,6.771379475910742,31530,5,620,86,9046,66,537,347,0,2023,1,30
440,43.81887312938722,53422,1,129,496,7449,56,740,794,0,2023,0,23
75,20.941058466008407,15162,2,384,343,5012,81,557,663,0,2023,5,30
675,-5.441855788054404,43068,5,324,137,2350,46,765,373,0,2023,2,6
199,-2.239206289113982,12658,5,756,319,5516,65,16,651,0,2023,3,12
19,26.016005363036427,11224,2,751,347,2683,57,196,742,0,2023,8,21
577,13.733890387298667,40181,3,220,383,3238,18,89,477,0,2023,5,28
142,266.869300306249,19696,2,95,247,2174,53,885,644,0,2023,10,14
69,98.66544737182426,6285,2,-14,190,2722,79,230,515,0,2023,6,18
-41,12.033270690419704,83825,3,694,146,4690,46,440,408,0,2023,2,24
638,17.673264290364106,41875,4,213,218,3484,50,146,345,0,2023,12,16
235,34.56077940035214,24099,8,340,150,586,63,656,575,0,2023,3,12
107,17.998875792054832,29284,7,19,394,70,47,72,476,0,2023,8,9
169,18.467992031341797,27597,3,239,353,6081,49,989,372,0,2023,11,5
106,37.534241692249644,62781,0,-57,279,5954,41,807,618,0,2023,7,4
88,70.3586773542579,30029,7,389,377,1675,57,830,441,0,2023,4,8
920,60.32640371772654,5967,2,526,75,694,51,593,339,0,2023,9,26
227,25.419445025941393,17789,0,569,10,5893,80,148,340,0,2023,6,10
359,20.87200593741383,68397,5,360,150,438,43,689,307,0,2023,8,6
114,18.696304647185244,18393,1,757,405,1591,83,524,439,0,2023,8,17
115,119.58088483309328,9227,7,267,83,3919,45,341,343,0,2023,4,25
354,24.94115287229956,33879,3,683,461,2182,73,799,494,0,2023,10,32
2,64.6986676152988,15896,9,446,181,8626,69,117,684,0,2023,1,11
829,49.41183292745792,2944,9,152,211,616,52,649,390,0,2023,7,21
33,11.696153927868227,24321,9,772,22,3343,84,453,435,0,2023,6,23
242,17.822890444073032,5747,9,402,42,7289,79,415,265,0,2023,11,9
636,16.63118008358482,37074,3,667,22,7212,47,844,621,0,2023,1,19
98,46.734612433182626,81342,2,279,19,8625,77,748,743,0,2023,3,22
73,44.41118665272425,73771,9,900,319,3011,87,844,787,0,2023,1,11
893,74.65958732278143,13361,9,823,491,365,83,192,436,0,2023,2,5
634,29.70249117349058,23512,0,130,246,6002,55,712,425,0,2023,9,24
-37,7.324890242318165,68118,4,778,102,9270,50,799,340,0,2023,3,26
568,147.1034364496243,54197,4,747,162,513,84,133,421,0,2023,8,27
155,58.627825099713604,34916,0,722,4,8738,45,617,407,0,2023,9,26
239,23.745170584715563,34491,4,142,150,1100,56,489,394,0,2023,4,30
51,3.2724294114573986,59651,0,464,219,2664,32,744,302,0,2023,9,28
443,16.28787760182236,76398,8,816,284,4488,27,757,339,0,2023,2,17
956,14.69573487182684,15124,1,656,413,7083,83,623,615,0,2023,4,6
87,12.85814679964567,29065,2,772,134,8217,38,90,482,0,2023,10,8
321,22.78948671411634,17553,5,830,126,5706,80,-32,538,0,2023,3,25
-28,120.14225927401446,8930,0,626,329,7091,46,887,733,0,2023,1,22
84,8.39126938201264,21090,6,510,77,9525,92,86,657,0,2023,8,32
93,10.04957048000536,23927,7,182,92,6049,75,935,631,0,2023,4,24
248,16.09933766978306,5728,9,875,421,6086,79,121,634,0,2023,6,19
159,24.933511525347306,-622,8,589,178,2182,75,800,818,0,2023,4,9
278,79.61359470895137,75790,7,-13,457,7869,78,677,500,0,2023,11,20
195,14.389470298752673,5415,9,632,423,2350,31,613,516,0,2023,7,24
672,2.9193932834660448,15294,8,144,80,9328,71,802,511,0,2023,8,27
15,25.311606991133594,23969,9,172,421,6402,68,595,588,0,2023,1,9
481,42.133926400297746,52213,0,-2,473,3011,50,529,555,0,2023,3,21
771,25.971301989876384,59598,1,203,284,3327,47,499,442,0,2023,13,22
192,59.28086641147501,37313,2,260,30,984,22,680,496,0,2023,6,3
-54,7.1657828858055055,4979,0,273,487,524,18,227,467,0,2023,2,17
806,11.096745478117828,45355,2,245,387,4322,84,814,788,0,2023,6,4
959,11.338518331158127,21359,9,379,360,5819,62,779,633,0,2023,3,24
433,46.28621010174405,15232,2,127,126,1033,35,530,430,0,2023,2,24
521,16.04841334292138,25870,6,737,4,4523,85,503,383,0,2023,6,26
100,111.5104993360503,32161,9,458,440,3492,75,492,634,0,2023,4,16
336,6.803907352295728,74529,4,660,495,4737,27,789,451,1,2023,11,12
427,42.88159799604681,-226,8,198,182,9745,52,34,528,0,2023,9,22
87,12.40692006183124,33639,9,423,343,4634,54,235,522,0,2023,9,19
133,112.77606104951579,15633,4,-25,206,3020,41,366,362,0,2023,4,7
-8,8.070229048657504,23991,5,952,87,2624,43,864,473,0,2023,10,30
20,14.372882193902809,29484,9,386,487,6997,88,885,473,0,2023,1,21
480,9.213187485678777,31599,8,150,30,7451,48,118,569,0,2023,3,21
131,11.783799372460964,33357,0,519,365,2739,53,668,456,0,2023,4,22
14,40.158657711314504,79357,2,796,444,2722,80,104,448,0,2023,3,1
602,15.973417639576478,83049,7,596,225,1365,27,853,736,0,2023,1,18
571,6.543965241119218,59375,6,683,89,4814,48,225,334,0,2023,6,14
485,-1.463903249561696,30202,9,94,150,9555,53,729,602,0,2023,10,28
135,35.303604325323306,3547,4,774,403,3082,80,701,409,0,2023,8,12
21,8.939293458591404,15465,8,757,29,2722,23,826,497,0,2023,6,27
498,26.501981275284365,69524,7,364,1,6588,85,234,667,0,2023,4,12
622,24.71780793474229,54602,3,150,296,7544,50,758,439,0,2023,8,21
-16,81.04910337394475,18906,8,556,429,157,36,346,688,0,2023,5,26
-29,1.5971292909627532,4022,9,560,491,655,52,860,654,0,2023,12,24
16,7.782151238579265,24604,8,294,102,344,33,897,392,1,2023,3,6
874,10.439166595547823,49621,4,882,134,2722,42,104,519,0,2023,10,14
382,8.257623773398421,48783,2,822,340,2350,82,814,480,0,2023,7,4
196,98.0632284315536,16937,3,126,320,1068,82,-42,653,0,2023,5,4
260,-1.9290163378253364,62923,2,326,326,849,48,849,483,0,2023,1,14
78,15.247884354087134,75704,5,819,278,6239,42,137,530,0,2023,4,24
310,75.97033899182176,14393,5,575,407,5534,35,561,683,1,2023,6,19
352,22.95405033452375,75967,1,780,437,3816,43,889,574,0,2023,11,10
132,18.028336727397452,9137,0,137,402,8738,63,18,463,0,2023,8,18
644,51.41797052468968,11475,6,691,115,2245,70,151,609,0,2023,10,25
957,49.9502541206748,15865,5,178,89,2213,43,910,730,0,2023,2,14
27,18.619791003977873,33873,6,791,77,2570,54,944,655,0,2023,3,21
490,19.45574703876197,21827,2,740,401,7707,53,377,866,0,2023,12,19
-15,17.211156939704974,37212,3,57,444,5883,54,583,338,0,2023,1,31
536,12.8207303022222,90035,0,791,379,1717,24,862,591,0,2023,5,2
228,-0.11135165879562692,48065,6,662,95,4164,61,800,584,0,2023,1,15
47,12.881802865275036,78498,8,394,77,5270,25,795,538,0,2023,7,8
106,90.3034669287506,19713,5,82,298,6572,36,153,519,0,2023,13,31
66,11.803212422957795,2951,9,597,150,9776,36,661,484,0,2023,7,14
103,71.99420090465681,29378,8,1,102,6201,29,734,409,0,2023,1,9
145,1.0522333423020527,5089,5,87,113,8739,73,198,595,0,2023,10,18
104,3.4107719830800516,43644,1,-3,89,3173,44,732,377,0,2023,9,31
807,15.087148996168413,73419,6,630,85,9917,82,22,710,0,2023,12,15
900,1.606256875692857,67504,0,681,315,2739,51,-66,666,0,2023,10,9
140,49.63850339434298,27645,5,729,440,179,32,887,674,0,2023,1,30
215,36.70446371113489,51688,5,152,186,3721,61,88,295,1,2023,7,29
72,-1.4300957251251312,23080,1,661,54,8314,58,85,496,0,2023,7,6
143,16.742361132642998,23951,5,422,423,4226,26,867,518,0,2023,11,28
750,18.945090585923356,20537,3,443,75,5820,34,-58,607,0,2023,10,24
226,17.80199622833126,50126,7,633,180,3798,45,727,555,0,2023,11,29
329,12.90568507063249,5387,8,641,11,816,30,662,804,0,2023,9,0
336,13.883354795020333,27161,0,176,179,61,50,833,563,0,2023,11,27
747,8.794611724927252,15220,0,141,491,2660,25,726,420,0,2023,4,3
-56,7.671829879190462,69220,5,963,499,2722,78,253,374,0,2023,2,23
152,11.869902023159467,67245,1,-39,152,179,44,776,642,0,2023,3,10
206,14.395031733029345,14069,5,-73,491,2062,82,687,569,0,2023,9,25
486,11.215031970343697,51333,0,434,36,8317,25,242,662,0,2023,7,26
487,17.277258171996976,61119,5,351,429,878,48,821,386,0,2023,7,18
-89,-1.8483914170380853,17345,4,872,422,144,30,-61,353,0,2023,12,21
525,17.91125108528515,51002,4,779,414,4939,43,897,442,1,2023,5,27
519,29.25914883448648,60868,7,39,35,9272,88,209,683,1,2023,2,27
112,9.448288654364603,60570,6,63,444,419,45,797,809,0,2023,8,29
580,10.106692888166974,20646,6,79,95,2722,42,792,312,0,2023,7,19
59,18.75708457154436,50603,7,843,98,586,62,703,483,0,2023,8,27
55,-2.9225443368987616,47909,3,727,492,6568,62,250,668,0,2023,2,33
762,8.746416958357695,59405,5,870,340,3645,35,401,520,0,2023,9,30
-68,79.8539465110414,676,3,82,412,8401,80,-36,740,0,2023,4,13
108,23.082924384572195,19310,2,787,243,836,45,652,309,0,2023,1,26
70,32.253278823791774,20525,8,741,429,4923,48,816,806,0,2023,2,20
490,9.335279215870864,69694,9,670,295,6568,48,160,423,0,2023,8,9
720,8.609962838295072,76084,7,993,401,8103,43,324,413,0,2023,6,10
112,51.24691806566442,28445,9,796,52,4498,84,800,289,0,2023,0,29
97,6.600644691740894,5333,2,675,6,655,47,761,737,1,2023,3,27
359,1.1911981811871488,30534,5,5,419,398,70,843,748,0,2023,5,18
782,21.076288961178953,4719,6,13,396,2965,32,743,496,0,2023,10,28
942,26.256027867640388,17272,3,-6,51,1918,56,812,465,0,2023,2,11
88,46.137911074509404,-6570,7,353,20,580,42,388,827,0,2023,3,19
272,21.181420690428908,70023,3,341,60,2881,42,786,343,0,2023,11,9
99,85.662368926617,44517,7,166,341,3407,49,871,660,0,2023,8,21
181,19.753937245361737,44087,5,490,491,586,60,309,378,0,2023,6,14
675,11.01955888018632,29783,8,330,484,9944,33,484,477,0,2023,7,16
37,51.10135450364989,16751,4,684,343,5366,91,-27,428,1,2023,8,31
411,106.80266228132038,48678,8,845,15,6702,37,250,662,0,2023,3,24
548,20.82521634313403,71076,4,625,31,1851,29,833,762,0,2023,8,20
353,68.37701147060395,54256,4,652,489,4023,77,734,550,0,2023,7,7
106,94.77145757421196,21011,0,278,207,5308,59,904,627,0,2023,6,4
30,41.697267881082,46060,9,794,52,8625,42,46,457,0,2023,10,25
404,7.9769056769963385,11169,5,816,214,524,39,720,393,0,2023,7,5
708,239.3647323151235,5648,5,400,247,7243,76,532,415,0,2023,4,24
768,11.783925798194103,2076,3,598,95,5807,47,177,607,0,2023,10,15
256,21.43679204880569,71071,8,898,372,4322,52,171,384,0,2023,3,13
148,127.83844800736634,46685,3,497,187,2722,87,713,612,0,2023,3,6
-51,46.38295989686721,37522,4,302,9,4138,34,957,493,0,2023,6,1
559,11.911055105601212,49024,8,401,96,2045,70,455,883,0,2023,4,24
-44,39.938263966895235,22319,6,680,478,8182,25,371,704,0,2023,2,28
127,39.49205224141826,21447,7,336,401,6103,42,303,694,1,2023,2,29
836,9.194877258175378,33787,9,196,9,4952,52,325,835,0,2023,1,24
133,19.47274397611061,62403,8,455,412,4278,60,277,751,0,2023,0,6
215,-3.9672027669049896,17516,4,733,218,8858,34,699,356,0,2023,7,24
315,64.27282712734177,5652,5,234,273,3919,53,386,440,0,2023,1,29
548,32.76599274770551,1346,5,274,238,6201,23,240,828,0,2023,3,18
706,38.98686334699421,63307,8,84,258,4483,64,123,827,0,2023,3,15
339,10.970779805697859,22250,9,162,226,7423,27,392,496,0,2023,7,15
238,6.699365633078602,5672,6,378,160,4690,64,832,540,0,2023,3,14
444,2.3659157596507363,52791,6,721,381,1538,69,825,316,0,2023,3,20
224,12.760745862704093,30284,6,735,85,7125,38,871,579,0,2023,11,27
31,39.98390017664232,10768,7,551,154,6985,48,590,507,0,2023,5,10
15,57.92279599982402,8273,4,833,327,4223,54,198,458,0,2023,8,18
570,11.83978432475886,35799,2,892,480,8895,71,684,418,0,2023,7,15
368,17.274905843072407,79436,7,244,158,7997,51,-33,455,0,2023,9,19
108,129.66694794049917,74803,5,83,206,2722,50,963,505,0,2023,5,5
-66,14.264983388414421,32073,5,172,99,6251,54,250,805,0,2023,8,8
505,6.319393247953566,64336,8,488,93,6480,32,963,434,0,2023,6,23
53,14.531794873485392,18297,4,248,244,3735,50,775,592,0,2023,10,24
544,23.601167735360804,39283,0,15,19,1100,56,327,579,1,2023,1,22
543,12.16847615572739,84956,7,752,478,9952,66,686,477,0,2023,3,24
488,15.228200168698361,72268,2,788,479,2682,49,434,851,0,2023,0,19
-44,8.962383555308609,75345,0,799,429,8237,72,699,378,0,2023,6,8
735,74.85426002741879,13617,2,656,46,679,65,876,626,0,2023,3,7
209,11.69173205403234,32105,0,131,440,7716,46,216,817,0,2023,7,30
